bathrooms,bedrooms,floor_area,href,latitude,listing_url,location,longitude,price,title,type
4 ,3 ,260 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-480535.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-480535.html,,,"135,000BHD",3 BED FLAT WITH A BIG BALCONY;REDECORATED,Apartment
2 ,2 ,110 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-466805.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-466805.html,,,"90,000BHD",Freehold Hi-Floor Seaview 2BHK+Maid's Room !!!,Apartment
5 ,4 ,750 sqm,/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-473800.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-473800.html,,,"360,000BHD",Durrat Attole 4br Beach villa 750sqm sale,Villa
1 ,1 ,64 sqm,/en/buy/apartment-for-sale-capital-governorate-hoora-exhibition-road-466053.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-hoora-exhibition-road-466053.html,,,"62,353BHD",Lease to own option! Good return on Investment,Apartment
5 ,4 ,750 sqm,/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-473073.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-473073.html,,,"380,000BHD",Beach-front 4 Bedroom Villa @ Durrat AlBahrain,Villa
5 ,3 ,230 sqm,/en/buy/duplex-for-sale-capital-governorate-reef-island-285025.html,,https://www.propertyfinder.bh/en/buy/duplex-for-sale-capital-governorate-reef-island-285025.html,,,"175,000BHD",DUPLEX VILLA * PRIVATE ENTRANCE & GARAGE,Duplex
6 ,6 ,498 sqm,/en/buy/villa-for-sale-northern-governorate-saar-369338.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-369338.html,,,"270,000BHD",Luxury villa for sale in Sale in Saraya1 area.,Villa
,,"1,688 sqm",/en/buy/whole-building-for-sale-muharraq-governorate-busaiteen-389909.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-muharraq-governorate-busaiteen-389909.html,,,"3,500,000BHD","AN ANCIENT, ELEGANT AND VERY IMPORTANT BUILDING",Whole Building
,,47 sqm,/en/buy/whole-building-for-sale-capital-governorate-manama-zinj-389375.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-manama-zinj-389375.html,,,"140,000BHD",Residential building for sale in Seqaya (Manama),Whole Building
3 ,2 ,128 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-373874.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-373874.html,,,"118,984BHD",Sea view and near Lagoon minimalist furnished,Apartment
3 ,3 ,139 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-386370.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-386370.html,,,"87,900BHD","New 3br Freehold apartment for sale- 87,900BD",Apartment
,,453 sqm,/en/buy/land-for-sale-central-governorate-tubli-393744.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-tubli-393744.html,,,"117,000BHD",Good investment land behind Ansar Gallery,Land
6 ,3 ,292 sqm,/en/buy/penthouse-for-sale-capital-governorate-reef-island-347592.html,,https://www.propertyfinder.bh/en/buy/penthouse-for-sale-capital-governorate-reef-island-347592.html,,,"430,000BHD",THE ULTIMATE LUXURY WHERE GLAMOUR LIVES !,Penthouse
,,417 sqm,/en/buy/land-for-sale-central-governorate-sitra-405725.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-sitra-405725.html,,,"103,000BHD",Land for Sale in Sitra (Murqoban),Land
3 ,2 ,100 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-436926.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-al-marsa-floating-city-436926.html,,,"70,000BHD",New Building- Modern 2BR Semi Furnished Flat,Apartment
5 ,5 ,211 sqm,/en/buy/villa-for-sale-muharraq-governorate-samaheej-424089.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-samaheej-424089.html,,,"135,000BHD",Luxury villa for sale with in Samaheej,Villa
5 ,4 ,650 sqm,/en/buy/villa-for-sale-muharraq-governorate-dilmunia-island-essence-of-dilmunia-418830.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-dilmunia-island-essence-of-dilmunia-418830.html,,,"380,000BHD",Fabulous Sea View 4 Bedroom Villa in Dilmunia,Villa
1 ,studio ,42 sqm,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-392735.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-392735.html,,,"60,000BHD",BRAND NEW* READY TO MOVE IN* HIGH FLOOR,Apartment
6 ,6 ,380 sqm,/en/buy/villa-for-sale-muharraq-governorate-arad-388439.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-arad-388439.html,,,"185,000BHD","Residential villa,Two-Storey plus garden",Villa
2 ,1 ,78 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-405312.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-405312.html,,,"56,600BHD",Pool View - Parque flooring - Near Lagoon,Apartment
5 ,4 ,298 sqm,/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-noor-404486.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-noor-404486.html,,,"167,755BHD",Customized interior - Near private schools,Villa
5 ,4 ,526 sqm,/en/buy/villa-for-sale-southern-governorate-riffa-north-riffa-439450.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-north-riffa-439450.html,,,"240,000BHD",Prime location villa for sale in Riffa Views,Villa
3 ,2 ,131 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-441732.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-441732.html,,,"72,000BHD",Find your dream home in your budget here,Apartment
7 ,6 ,300 sqm,/en/buy/villa-for-sale-muharraq-governorate-galali-462134.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-galali-462134.html,,,"190,000BHD",Brand New 6 bedroom + maid villa in Galali,Villa
2 ,2 ,127 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-442117.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-442117.html,,,"90,000BHD",Astonishing Lagoon View in your balcony,Apartment
2 ,1 ,68 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-447670.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-447670.html,,,"54,000BHD","F.F 1bhk ,huge Pool,GYM,approved by navy",Apartment
5 ,4 ,202 sqm,/en/buy/villa-for-sale-northern-governorate-saar-453489.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-453489.html,,,"150,000BHD",Luxurious Villa in Saar (Saraya 1),Villa
3 ,2 ,105 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-461732.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-461732.html,,,"75,000BHD",Best price! Good deal for a Furnished Home,Apartment
1 ,studio ,37 sqm,/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-450299.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-450299.html,,,"37,000BHD",RESIDENTIAL - SAFE AREA - CLOSE TO PUBLIC SERVICES,Apartment
,,600 sqm,/en/buy/land-for-sale-northern-governorate-saar-468964.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-saar-468964.html,,,25BHD,LAND for SALE at Good Location in SAAR,Land
1 ,studio ,50 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-474694.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-474694.html,,,"40,888BHD",Premium luxury studio flat + swimming pool view !,Apartment
3 ,2 ,133 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-469393.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-469393.html,,,"90,000BHD",Lagoon and Sea View minimalist home ....,Apartment
4 ,3 ,424 sqm,/en/buy/villa-for-sale-southern-governorate-riffa-bu-kowarah-472590.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-bu-kowarah-472590.html,,,"159,000BHD",Beautifully spacious villa facing 2 Roads,Villa
,,424 sqm,/en/buy/land-for-sale-capital-governorate-nabih-saleh-463551.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-capital-governorate-nabih-saleh-463551.html,,,"105,020BHD",Prime location Land for Sale in Nabi Saleh Area,Land
2 ,1 ,111 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-469280.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-469280.html,,,"60,000BHD",Pool View and on high floor home near Lagoon,Apartment
,,120 sqm,/en/buy/whole-building-for-sale-capital-governorate-manama-gufool-469779.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-manama-gufool-469779.html,,,"135,000BHD",Investment opportunity buliding in Gufool for sale,Whole Building
7+ ,4 ,297 sqm,/en/buy/villa-for-sale-muharraq-governorate-arad-479468.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-arad-479468.html,,,"190,000BHD",for sale luxury villa in Arad.......,Villa
2 ,1 ,73 sqm,/en/buy/apartment-for-sale-southern-governorate-durrat-marina-447392.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-southern-governorate-durrat-marina-447392.html,,,"53,500BHD","Sea View 1BDR  higher floor,pool,coffee,",Apartment
5 ,3 ,140 sqm,/en/buy/apartment-for-sale-muharraq-governorate-hidd-451186.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-hidd-451186.html,,,"53,000BHD",Nice Deal !! flat for sale in hidd..,Apartment
3 ,2 ,167 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-446264.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-446264.html,,,"165,000BHD",Best deal for Buyer -Sea view 2br for 139k,Apartment
2 ,1 ,80 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-439505.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-439505.html,,,"52,000BHD","Unique,Modern Interior design /sea view.",Apartment
1 ,studio ,40 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-474663.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-474663.html,,,"55,000BHD",Modern Minimalist in a Studio Apartment*,Apartment
1 ,1 ,84 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-471340.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-471340.html,,,"73,000BHD",Ground Floor Flat with A Private Terrace,Apartment
3 ,3 ,177 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-470145.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-470145.html,,,"86,000BHD",Modern l Spacious l Huge Balcony l Sea/City View,Apartment
1 ,1 ,43 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-469976.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-469976.html,,,"35,000BHD",BEST LAYOUT* SEA VIEW *2 WINDOWS* RENTED,Apartment
4 ,3 ,424 sqm,/en/buy/villa-for-sale-southern-governorate-riffa-bu-kowarah-472590.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-bu-kowarah-472590.html,,,"159,000BHD",Beautifully spacious villa facing 2 Roads,Villa
,,424 sqm,/en/buy/land-for-sale-capital-governorate-nabih-saleh-463551.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-capital-governorate-nabih-saleh-463551.html,,,"105,020BHD",Prime location Land for Sale in Nabi Saleh Area,Land
2 ,1 ,111 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-469280.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-469280.html,,,"60,000BHD",Pool View and on high floor home near Lagoon,Apartment
,,120 sqm,/en/buy/whole-building-for-sale-capital-governorate-manama-gufool-469779.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-manama-gufool-469779.html,,,"135,000BHD",Investment opportunity buliding in Gufool for sale,Whole Building
2 ,1 ,75 sqm,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-essence-of-dilmunia-473966.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-essence-of-dilmunia-473966.html,,,"62,000BHD",Cozy Sea View Apartment With Balcony   .,Apartment
1 ,studio ,60 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-474665.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-474665.html,,,"60,000BHD","Highly Secured,Vibrant and Classy Studio",Apartment
1 ,studio ,40 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-474663.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-474663.html,,,"55,000BHD",Modern Minimalist in a Studio Apartment*,Apartment
6 ,4 ,354 sqm,/en/buy/villa-for-sale-central-governorate-sanad-474028.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-474028.html,,,"150,000BHD",Brand New Villa For Sale With Good Price.,Villa
3 ,3 ,140 sqm,/en/buy/apartment-for-sale-muharraq-governorate-hidd-493193.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-hidd-493193.html,,,"58,000BHD",suitable location for a future apartment,Apartment
,,512 sqm,/en/buy/land-for-sale-northern-governorate-shakhura-493167.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-shakhura-493167.html,,,"159,824BHD",RB close to ST Christophers Primary school,Land
4 ,4 ,661 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-493196.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-493196.html,,,"485,000BHD",Grand Private Villa With Pool For Sale !!,Villa
6 ,5 ,747 sqm,/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-493249.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-riffa-riffa-views-493249.html,,,"365,000BHD","Good plot size, 5BR with private pool",Villa
2 ,2 ,119 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-489143.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-489143.html,,,"82,000BHD",Unfurnished apartment in a luxury tower for sale !,Apartment
,,"1,354 sqm",/en/buy/land-for-sale-northern-governorate-dumistan-489462.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-dumistan-489462.html,,,"204,042,384BHD",Prime location Land Available for Sale in Damistan,Land
2 ,2 ,150 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-489580.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-489580.html,,,"85,000BHD",2br apartment+residential gated community,Apartment
3 ,2 ,103 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-489176.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-489176.html,,,"112,000BHD",Discover the brandnew luxurious sea view apartment,Apartment
2 ,2 ,100 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-489737.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-489737.html,,,"69,000BHD",Beach access | Cozy | 1/2 bedrooms,Apartment
4 ,3 ,173 sqm,/en/buy/villa-for-sale-muharraq-governorate-galali-490539.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-galali-490539.html,,,"130,000BHD",Luxury villa with modern design in a quiet area,Villa
2 ,2 ,117 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-490578.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-490578.html,,,"107,000BHD","Fontana infinity -H Type 2br for 107,000BD",Apartment
,,"1,001 sqm",/en/buy/whole-building-for-sale-muharraq-governorate-hidd-492701.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-muharraq-governorate-hidd-492701.html,,,"500,000BHD",New Building for sale in Al Hidd .,Whole Building
2 ,2 ,100 sqm,/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-490281.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-busaiteen-490281.html,,,"65,000BHD",Luxurious apartment for sale in busaiteen,Apartment
5 ,3 ,230 sqm,/en/buy/villa-for-sale-northern-governorate-jid-al-haj-490280.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-jid-al-haj-490280.html,,,"140,000BHD",Stunning villa available for sale in Jid AL Haj,Villa
4 ,3 ,200 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-489977.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-489977.html,,,"139,000BHD",Amazing scenic sea view 3 bedroom with maid-room,Apartment
4 ,3 ,200 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-490000.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-490000.html,,,"139,000BHD",LUXURY SPACIOUS/RARE AND LIMITED/SEA VIEW,Apartment
3 ,3 ,150 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-489813.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-489813.html,,,"96,000BHD",Best Deal - Luxury Living - Urban Island,Apartment
,,389 sqm,/en/buy/whole-building-for-sale-central-governorate-tubli-489944.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-central-governorate-tubli-489944.html,,,"320,000BHD",New building for sale in area close to services,Whole Building
7+ ,6 ,368 sqm,/en/buy/villa-for-sale-capital-governorate-manama-zinj-488674.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-capital-governorate-manama-zinj-488674.html,,,"290,000BHD",luxury-strategic location near Sheikh Salman Road,Villa
1 ,studio ,55 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-488201.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-488201.html,,,"43,000BHD",Best offer! Brand new/amazing facilities,Apartment
3 ,2 ,139 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-489733.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-489733.html,,,"89,217BHD",Brand new elegant sea view apartment,Apartment
3 ,2 ,121 sqm,/en/buy/apartment-for-sale-muharraq-governorate-hidd-488438.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-hidd-488438.html,,,"78,000BHD",** Stylish Apartment with Facilities  **,Apartment
6 ,4 ,190 sqm,/en/buy/villa-for-sale-northern-governorate-malkiyah-489356.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-malkiyah-489356.html,,,"125,000BHD",Brand New Villa For Sale in Al Malkiyah Area,Villa
5 ,4 ,644 sqm,/en/buy/villa-for-sale-northern-governorate-saar-489485.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-489485.html,,,"250,000BHD",luxurious villa with garden / 2 streets + corner,Villa
3 ,2 ,130 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-489986.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-489986.html,,,"67,000BHD",Fully-renovated city view 2 bed apartment at Abraj,Apartment
5 ,4 ,202 sqm,/en/buy/villa-for-sale-muharraq-governorate-busaiteen-489941.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-busaiteen-489941.html,,,"160,000BHD",New and luxurious villa for sale in Al-Saya,Villa
1 ,1 ,89 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-492723.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-492723.html,,,"60,000BHD",Ground Floor facing the garden For sale,Apartment
4 ,3 ,199 sqm,/en/buy/apartment-for-sale-muharraq-governorate-hidd-486861.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-hidd-486861.html,,,"76,000BHD",183 SQM /3+1 BEDROOM APARTMENT FOR SALE IN HIDD .,Apartment
3 ,2 ,138 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-486904.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-486904.html,,,"75,000BHD",Gorgeous lagoon view spacious 02 bed apartment,Apartment
3 ,2 ,130 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-486979.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-486979.html,,,"84,000BHD",Brand New Apt With Modern Design & Sea View,Apartment
2 ,1 ,81 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-487983.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-487983.html,,,"58,000BHD",1 Bedroomwith huge balcony and city view,Apartment
2 ,2 ,122 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-486674.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-486674.html,,,"90,000BHD",Bright and spacious | Furnished | Cozy,Apartment
,,824 sqm,/en/buy/land-for-sale-capital-governorate-al-juffair-486521.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-capital-governorate-al-juffair-486521.html,,,"266,370BHD","Land For Sale in Juffair, Size 824.9m² BD266,370",Land
3 ,4 ,218 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-485814.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-485814.html,,,"95,000BHD",4 Bedrooms  | Maid Room | Lower floor | Balcony,Apartment
4 ,2 ,213 sqm,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-486499.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-486499.html,,,"125,000BHD",Private Swimming Pool - 10 Years Service Free,Apartment
,,418 sqm,/en/buy/land-for-sale-northern-governorate-sadad-487159.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-sadad-487159.html,,,"99,128BHD","Perfect to build a nice villa, Sadad Area**",Land
,,356 sqm,/en/buy/land-for-sale-northern-governorate-sadad-487455.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-sadad-487455.html,,,"85,000BHD",RB Land for SALE in ROUNDABOUT13- SADAD!,Land
3 ,3 ,168 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-487659.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-487659.html,,,"83,000BHD",3 bed spacious well-maintained apartment for sale,Apartment
,,"8,010 sqm",/en/buy/land-for-sale-muharraq-governorate-busaiteen-486043.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-busaiteen-486043.html,,,"2,586,654BHD","Land For Sale in Alsayh, Size 8,010.2m² ..",Land
5 ,4 ,160 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-najma-488029.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-najma-488029.html,,,"170,000BHD",Fabulous Freehold Villa with Beach Access,Villa
2 ,2 ,93 sqm,/en/buy/apartment-for-sale-northern-governorate-al-maqsha-492031.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-northern-governorate-al-maqsha-492031.html,,,"29,000BHD",Apartment Available for Sale in Al Maqsha Area,Apartment
2 ,2 ,130 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-491908.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-491908.html,,,"50,000BHD",Bright and spacious 2 bed flat,Apartment
2 ,1 ,76 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-491973.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-491973.html,,,"67,000BHD",Luxury One Bedroom flat in Seef Area for Sale,Apartment
2 ,2 ,135 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-492160.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-492160.html,,,"70,000BHD",Spacious I Bright I Balcony I City View,Apartment
2 ,2 ,134 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-492313.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-492313.html,,,"68,000BHD",Newly decorated apartment near Oasis Mall,Apartment
4 ,3 ,172 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-485596.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-485596.html,,,"79,000BHD",Higher Floor 03 bedroom + store + balcony for sale,Apartment
2 ,3 ,107 sqm,/en/buy/apartment-for-sale-northern-governorate-jeblat-hebshi-485198.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-northern-governorate-jeblat-hebshi-485198.html,,,"63,000BHD","GRAEt DEAL!!!, Luxurious Apartment.",Apartment
7 ,5 ,"3,720 sqm",/en/buy/villa-for-sale-northern-governorate-janabiya-484420.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-janabiya-484420.html,,,"1,150,000BHD",Great Deal on a Property of Nearly 4000 SQM,Villa
,,340 sqm,/en/buy/land-for-sale-northern-governorate-janabiya-491829.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-janabiya-491829.html,,,"95,000BHD",Prime location B3 Land close to Mercado Mall,Land
2 ,1 ,72 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-492325.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-492325.html,,,"50,000BHD",Deal  of the month!!! Be the first to invest,Apartment
4 ,3 ,286 sqm,/en/buy/penthouse-for-sale-capital-governorate-reef-island-492351.html,,https://www.propertyfinder.bh/en/buy/penthouse-for-sale-capital-governorate-reef-island-492351.html,,,"265,000BHD",Amazing 03 bedroom penthouse with a big balcony,Penthouse
