bathrooms,bedrooms,floor_area,href,latitude,listing_url,location,longitude,price,title,type
,,483 sqm,/en/buy/land-for-sale-northern-governorate-sadad-442678.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-sadad-442678.html,,,"109,314BHD","Residential land,close to Hamad town randabout18",Land
,,"1,502 sqm",/en/buy/land-for-sale-northern-governorate-al-jasra-413090.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-al-jasra-413090.html,,,"242,593BHD",Reserve your land now in quiet location (RG),Land
5 ,4 ,210 sqm,/en/buy/villa-for-sale-central-governorate-sanad-413582.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-413582.html,,,"139,000BHD",Brand New Villa for Sale in Sanad,Villa
5 ,4 ,400 sqm,/en/buy/villa-for-sale-northern-governorate-hamala-414786.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-hamala-414786.html,,,"240,000BHD",Sale -Fantastic Green Compound 4br villa,Villa
3 ,2 ,136 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-435375.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-435375.html,,,"98,000BHD",Semi Furnished  Two Bedroom Flat for Sale,Apartment
3 ,3 ,266 sqm,/en/buy/villa-for-sale-northern-governorate-budaiya-416445.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-budaiya-416445.html,,,"155,000BHD",Villa for Sale in Al Madina Al Shamaliya  - Rented,Villa
,,310 sqm,/en/buy/whole-building-for-sale-northern-governorate-diraz-327933.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-northern-governorate-diraz-327933.html,,,"235,000BHD",Brand new commercial building for sale in Diraz,Whole Building
5 ,5 ,225 sqm,/en/buy/villa-for-sale-northern-governorate-saar-292360.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-292360.html,,,"155,000BHD",For sale Two New Brand Villa in Saar area.,Villa
2 ,2 ,110 sqm,/en/buy/apartment-for-sale-central-governorate-sanad-325639.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-central-governorate-sanad-325639.html,,,"45,000BHD",For sale apartment in Hawrat Sanad area.,Apartment
2 ,1 ,63 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-300285.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-300285.html,,,"64,000BHD",Brand new 1 bed flat with balcony 4 sale,Apartment
3 ,2 ,126 sqm,/en/buy/apartment-for-sale-capital-governorate-reef-island-265667.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-reef-island-265667.html,,,"145,000BHD",RENTED TO AMERICAN NAVY* SF * HIGH FLOOR,Apartment
,,230 sqm,/en/buy/whole-building-for-sale-central-governorate-salmabad-343500.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-central-governorate-salmabad-343500.html,,,"260,000BHD",Commercial building for sale in Salmabad area.,Whole Building
4 ,4 ,188 sqm,/en/buy/apartment-for-sale-muharraq-governorate-hidd-388408.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-hidd-388408.html,,,"78,000BHD",Brand new apartment for sale in Hidd area.,Apartment
2 ,1 ,75 sqm,/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-347326.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-bahrain-bay-347326.html,,,"82,500BHD",HEIGHT OF COUTURE LIVING IMMACULATE 1BD!,Apartment
6 ,4 ,650 sqm,/en/buy/villa-for-sale-northern-governorate-hamad-town-437270.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-hamad-town-437270.html,,,"210,000BHD",Luxury villa facing 2 roads in a quiet area,Villa
7 ,7 ,450 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-414610.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-amwaj-marina-414610.html,,,"260,000BHD",Villa for sale with swimming pool near the beach,Villa
6 ,5 ,745 sqm,/en/buy/villa-for-sale-central-governorate-sanad-412281.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-412281.html,,,"270,000BHD","luxury villa in Sanad, a great location",Villa
5 ,4 ,285 sqm,/en/buy/villa-for-sale-central-governorate-tubli-427587.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-tubli-427587.html,,,"175,000BHD",Modern Furnished Villa with Private pool,Villa
1 ,studio ,54 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-429481.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-429481.html,,,"53,000BHD",Modern Nesting Royal Studio with Balcony,Apartment
3 ,4 ,344 sqm,/en/buy/villa-for-sale-central-governorate-sanad-409626.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-409626.html,,,"145,000BHD",Luxury villa for sale in Sanad at a special price,Villa
3 ,3 ,139 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-399538.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-399538.html,,,"89,000BHD","New Freehold 3br apartment 4 sale 89,000BD",Apartment
5 ,4 ,308 sqm,/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-sidra-400172.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-sidra-400172.html,,,"153,500BHD",Freehold Modern 4BR/Gated-Community Cinema&Gym,Villa
3 ,3 ,"1,536 sqm",/en/buy/villa-for-sale-capital-governorate-nabih-saleh-337918.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-capital-governorate-nabih-saleh-337918.html,,,"390,000BHD",Big villa for sale in Nabih Saleh area.,Villa
6 ,5 ,495 sqm,/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-najma-395480.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-amwaj-islands-najma-395480.html,,,"680,000BHD",Three storey Villa - Direct beach access,Villa
,,336 sqm,/en/buy/land-for-sale-northern-governorate-karrana-316710.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-karrana-316710.html,,,"75,000BHD",Residential land for sale in Karranah area.,Land
5 ,4 ,214 sqm,/en/buy/villa-for-sale-central-governorate-tubli-248191.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-tubli-248191.html,,,"138,000BHD",Attached villa for sale in Tubli area!!!,Villa
6 ,7+ ,396 sqm,/en/buy/villa-for-sale-muharraq-governorate-hidd-378522.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-hidd-378522.html,,,"200,000BHD",For sale villa in Hidd area....,Villa
3 ,2 ,131 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-391802.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-391802.html,,,"72,000BHD","2BR| Location, Community, Quality Living",Apartment
,,555 sqm,/en/buy/land-for-sale-muharraq-governorate-busaiteen-394324.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-busaiteen-394324.html,,,"155,380BHD",Residential land for sale in Busaiteen Area,Land
,,"1,935 sqm",/en/buy/land-for-sale-northern-governorate-al-qurayyah-331795.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-al-qurayyah-331795.html,,,"374,000BHD",Residential land in a quiet area in Al Qurrayah,Land
3 ,2 ,126 sqm,/en/buy/apartment-for-sale-capital-governorate-reef-island-265667.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-reef-island-265667.html,,,"145,000BHD",RENTED TO AMERICAN NAVY* SF * HIGH FLOOR,Apartment
,,336 sqm,/en/buy/land-for-sale-northern-governorate-karrana-316710.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-karrana-316710.html,,,"75,000BHD",Residential land for sale in Karranah area.,Land
5 ,4 ,214 sqm,/en/buy/villa-for-sale-central-governorate-tubli-248191.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-tubli-248191.html,,,"138,000BHD",Attached villa for sale in Tubli area!!!,Villa
6 ,7+ ,396 sqm,/en/buy/villa-for-sale-muharraq-governorate-hidd-378522.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-hidd-378522.html,,,"200,000BHD",For sale villa in Hidd area....,Villa
3 ,2 ,131 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-391802.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-sanabis-391802.html,,,"72,000BHD","2BR| Location, Community, Quality Living",Apartment
,,555 sqm,/en/buy/land-for-sale-muharraq-governorate-busaiteen-394324.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-muharraq-governorate-busaiteen-394324.html,,,"155,380BHD",Residential land for sale in Busaiteen Area,Land
,,"1,935 sqm",/en/buy/land-for-sale-northern-governorate-al-qurayyah-331795.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-al-qurayyah-331795.html,,,"374,000BHD",Residential land in a quiet area in Al Qurrayah,Land
6 ,5 ,564 sqm,/en/buy/villa-for-sale-muharraq-governorate-busaiteen-335427.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-busaiteen-335427.html,,,"340,000BHD",Spacious Villa with Maid Room and Pool,Villa
6 ,4 ,218 sqm,/en/buy/villa-for-sale-central-governorate-tubli-449903.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-tubli-449903.html,,,"140,000BHD",Tubli prime location Luxury Villa for sale,Villa
2 ,1 ,75 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-444860.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-444860.html,,,"65,000BHD",Spacious flat City View & nice furniture,Apartment
5 ,4 ,380 sqm,/en/buy/villa-for-sale-capital-governorate-manama-zinj-442153.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-capital-governorate-manama-zinj-442153.html,,,"250,000BHD",Luxurious Upgraded Villa w/Private Pool in Zinj,Villa
2 ,2 ,100 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-460005.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-460005.html,,,"53,000BHD","Your new Investment Property, Act now Buy today!",Apartment
6 ,5 ,"1,000 sqm",/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-457713.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-457713.html,,,"450,000BHD",Lovely bright five bedroom direct beach villa,Villa
3 ,4 ,650 sqm,/en/buy/villa-for-sale-northern-governorate-saar-447411.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-northern-governorate-saar-447411.html,,,"255,000BHD",House for Sale in Saar with Land,Villa
2 ,1 ,74 sqm,/en/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-478822.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-manama-bahrain-financial-harbour-478822.html,,,"77,000BHD",Brand New!! Best Price on Harbour Heights-Sea View,Apartment
,,"11,462 sqm",/en/buy/land-for-sale-northern-governorate-maqabah-480745.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-maqabah-480745.html,,,"4,935,080BHD","Maqabah Land for Sale, Size 11,462m², BD4,935,080",Land
4 ,3 ,172 sqm,/en/buy/apartment-for-sale-capital-governorate-reef-island-479821.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-reef-island-479821.html,,,"200,000BHD",Brand New-Four Seasons View-High Floor .,Apartment
,,588 sqm,/en/buy/land-for-sale-southern-governorate-riffa-west-riffa-480872.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-southern-governorate-riffa-west-riffa-480872.html,,,"196,000BHD",Residential Land for Sale in west Riffa !,Land
5 ,3 ,196 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-478264.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-478264.html,,,"287,000BHD",Marina View + 5 Years Easy Payment Plan,Apartment
,,720 sqm,/en/buy/whole-building-for-sale-capital-governorate-manama-manama-downtown-477961.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-manama-manama-downtown-477961.html,,,"3,000,000BHD",11.4 % Return Best Investment in Manama !,Whole Building
,,"3,638 sqm",/en/buy/land-for-sale-capital-governorate-seef-480852.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-capital-governorate-seef-480852.html,,,"3,916,200BHD","Land For Sale in Seef, Size 3,638m², BD3,916,200",Land
,,549 sqm,/en/buy/land-for-sale-northern-governorate-dumistan-481012.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-dumistan-481012.html,,,"132,953BHD","Land For Sale in Damistan, Size 549m², BD132,953",Land
,,500 sqm,/en/buy/land-for-sale-central-governorate-tubli-491018.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-central-governorate-tubli-491018.html,,,"134,550BHD",Prime location Land Available for Sale in Tubli,Land
4 ,3 ,170 sqm,/en/buy/apartment-for-sale-capital-governorate-seef-491065.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-seef-491065.html,,,"95,000BHD",3 bedroom with maid-room at Abraj Al Lulu for sale,Apartment
,,"45,281 sqm",/en/buy/land-for-sale-northern-governorate-karzakkan-248554.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-karzakkan-248554.html,,,"6,000,000BHD",Huge Farm with 3 Villas facing the beach,Land
,,395 sqm,/en/buy/whole-building-for-sale-northern-governorate-saar-273512.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-northern-governorate-saar-273512.html,,,"260,000BHD",Investment Building in a Special Location in Saar,Whole Building
,,689 sqm,/en/buy/whole-building-for-sale-central-governorate-sanad-362350.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-central-governorate-sanad-362350.html,,,"300,000BHD",Residential building for sale in Sanad area.,Whole Building
,,930 sqm,/en/buy/land-for-sale-northern-governorate-saar-394315.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-northern-governorate-saar-394315.html,,,"320,336BHD",Residential land at the entrance to Saar area,Land
6 ,5 ,347 sqm,/en/buy/villa-for-sale-central-governorate-tubli-380450.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-tubli-380450.html,,,"195,000BHD",Brand new Villa with Swimming pool & Elevator,Villa
3 ,3 ,192 sqm,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-361352.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-361352.html,,,"102,000BHD",Delmunia  upcoming new freehold  benchmark project,Apartment
5 ,4 ,"1,250 sqm",/en/buy/villa-for-sale-central-governorate-sanad-387197.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-central-governorate-sanad-387197.html,,,"470,000BHD",For sale villa in sanad area....,Villa
,,840 sqm,/en/buy/whole-building-for-sale-muharraq-governorate-hidd-413464.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-muharraq-governorate-hidd-413464.html,,,"880,000BHD",New investment building with excellent location,Whole Building
2 ,1 ,53 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-422953.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-amwaj-avenue-422953.html,,,"42,400BHD",Brand New and Freehold apartment for Sale,Apartment
1 ,1 ,95 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-415476.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-415476.html,,,"60,000BHD","7.5 % guaranteed return for 1 year,tenanted flat",Apartment
,,542 sqm,/en/buy/whole-building-for-sale-central-governorate-eker-421370.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-central-governorate-eker-421370.html,,,"189,000BHD",Investment building in a great location in Aker,Whole Building
2 ,1 ,95 sqm,/en/buy/apartment-for-sale-capital-governorate-al-juffair-438704.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-capital-governorate-al-juffair-438704.html,,,"55,990BHD",Bright and luxurious apartment in a new building,Apartment
3 ,3 ,176 sqm,/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-418501.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-the-lagoon-418501.html,,,"130,000BHD",Lagoon View classy and vintage furnished home,Apartment
5 ,3 ,192 sqm,/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-the-treasure-437156.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-the-treasure-437156.html,,,"140,000BHD",Three bedroom Flat- Maid's Room + Store room,Apartment
5 ,5 ,200 sqm,/en/buy/villa-for-sale-muharraq-governorate-samaheej-424004.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-samaheej-424004.html,,,"130,000BHD",Luxury villa for sale with modern design !!,Villa
4 ,4 ,308 sqm,/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-sidra-426427.html,,https://www.propertyfinder.bh/en/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-al-sidra-426427.html,,,"191,500BHD","Freehold villas-sale 4br with 191,500BD",Villa
,,672 sqm,/en/buy/whole-building-for-sale-capital-governorate-al-juffair-459421.html,,https://www.propertyfinder.bh/en/buy/whole-building-for-sale-capital-governorate-al-juffair-459421.html,,,"1,500,000BHD",Prime Location Building For Sales Juffair Rented,Whole Building
,,638 sqm,/en/buy/land-for-sale-southern-governorate-riffa-bu-kowarah-447547.html,,https://www.propertyfinder.bh/en/buy/land-for-sale-southern-governorate-riffa-bu-kowarah-447547.html,,,"255,000BHD",Invest/Resid Land on 2 Roads in Bu Kowarah,Land
3 ,2 ,133 sqm,/en/buy/apartment-for-sale-northern-governorate-janabiya-448214.html,,https://www.propertyfinder.bh/en/buy/apartment-for-sale-northern-governorate-janabiya-448214.html,,,"75,000BHD",Luxurious Apartment in janabiya !!!,Apartment
